file,line,token,scope,context
paper/model_rebuild/revision_20260907/05_rd_problem.tex,80,x_i,baseline or explicit boundary prose,"\beta a_ix_i\Omega_i(M,p_m)"
paper/model_rebuild/revision_20260907/05_rd_problem.tex,80,\Omega_i,baseline or explicit boundary prose,"\beta a_ix_i\Omega_i(M,p_m)"
paper/model_rebuild/revision_20260907/05_rd_problem.tex,80,M,baseline or explicit boundary prose,"\beta a_ix_i\Omega_i(M,p_m)"
paper/model_rebuild/revision_20260907/05_rd_problem.tex,80,p_m,baseline or explicit boundary prose,"\beta a_ix_i\Omega_i(M,p_m)"
paper/model_rebuild/revision_20260907/05_rd_problem.tex,82,x_i,baseline or explicit boundary prose,\frac{\kappa}{1+\nu}x_i^{1+\nu}
paper/model_rebuild/revision_20260907/05_rd_problem.tex,86,q,baseline or explicit boundary prose,"The decision precedes the \((q,m)\) draw and downstream route choice."
paper/model_rebuild/revision_20260907/05_rd_problem.tex,86,m,baseline or explicit boundary prose,"The decision precedes the \((q,m)\) draw and downstream route choice."
paper/model_rebuild/revision_20260907/05_rd_problem.tex,87,M,baseline or explicit boundary prose,"Conditional on \(M,p_m,a_i,k_i\), the expected value"
paper/model_rebuild/revision_20260907/05_rd_problem.tex,87,p_m,baseline or explicit boundary prose,"Conditional on \(M,p_m,a_i,k_i\), the expected value"
paper/model_rebuild/revision_20260907/05_rd_problem.tex,87,a_i,baseline or explicit boundary prose,"Conditional on \(M,p_m,a_i,k_i\), the expected value"
paper/model_rebuild/revision_20260907/05_rd_problem.tex,87,k_i,baseline or explicit boundary prose,"Conditional on \(M,p_m,a_i,k_i\), the expected value"
paper/model_rebuild/revision_20260907/05_rd_problem.tex,88,\Omega_i,baseline or explicit boundary prose,"\(\Omega_i(M,p_m)\) is therefore fixed with respect to the individual"
paper/model_rebuild/revision_20260907/05_rd_problem.tex,88,M,baseline or explicit boundary prose,"\(\Omega_i(M,p_m)\) is therefore fixed with respect to the individual"
paper/model_rebuild/revision_20260907/05_rd_problem.tex,88,p_m,baseline or explicit boundary prose,"\(\Omega_i(M,p_m)\) is therefore fixed with respect to the individual"
paper/model_rebuild/revision_20260907/05_rd_problem.tex,89,x_i,baseline or explicit boundary prose,choice \(x_i\).
paper/model_rebuild/revision_20260907/05_rd_problem.tex,94,x_i,baseline or explicit boundary prose,"x_i\geq0,\qquad"
paper/model_rebuild/revision_20260907/05_rd_problem.tex,95,x_i,baseline or explicit boundary prose,"\kappa x_i^\nu-\beta a_i\Omega_i(M,p_m)\geq0,\\"
paper/model_rebuild/revision_20260907/05_rd_problem.tex,95,a_i,baseline or explicit boundary prose,"\kappa x_i^\nu-\beta a_i\Omega_i(M,p_m)\geq0,\\"
paper/model_rebuild/revision_20260907/05_rd_problem.tex,95,\Omega_i,baseline or explicit boundary prose,"\kappa x_i^\nu-\beta a_i\Omega_i(M,p_m)\geq0,\\"
paper/model_rebuild/revision_20260907/05_rd_problem.tex,95,M,baseline or explicit boundary prose,"\kappa x_i^\nu-\beta a_i\Omega_i(M,p_m)\geq0,\\"
paper/model_rebuild/revision_20260907/05_rd_problem.tex,95,p_m,baseline or explicit boundary prose,"\kappa x_i^\nu-\beta a_i\Omega_i(M,p_m)\geq0,\\"
paper/model_rebuild/revision_20260907/05_rd_problem.tex,96,x_i,baseline or explicit boundary prose,x_i\left[
paper/model_rebuild/revision_20260907/05_rd_problem.tex,97,x_i,baseline or explicit boundary prose,"\kappa x_i^\nu-\beta a_i\Omega_i(M,p_m)"
paper/model_rebuild/revision_20260907/05_rd_problem.tex,97,a_i,baseline or explicit boundary prose,"\kappa x_i^\nu-\beta a_i\Omega_i(M,p_m)"
paper/model_rebuild/revision_20260907/05_rd_problem.tex,97,\Omega_i,baseline or explicit boundary prose,"\kappa x_i^\nu-\beta a_i\Omega_i(M,p_m)"
paper/model_rebuild/revision_20260907/05_rd_problem.tex,97,M,baseline or explicit boundary prose,"\kappa x_i^\nu-\beta a_i\Omega_i(M,p_m)"
paper/model_rebuild/revision_20260907/05_rd_problem.tex,97,p_m,baseline or explicit boundary prose,"\kappa x_i^\nu-\beta a_i\Omega_i(M,p_m)"
paper/model_rebuild/revision_20260907/05_rd_problem.tex,104,x_i,baseline or explicit boundary prose,\kappa x_i^\nu
paper/model_rebuild/revision_20260907/05_rd_problem.tex,106,a_i,baseline or explicit boundary prose,"\beta a_i\Omega_i(M,p_m)."
paper/model_rebuild/revision_20260907/05_rd_problem.tex,106,\Omega_i,baseline or explicit boundary prose,"\beta a_i\Omega_i(M,p_m)."
paper/model_rebuild/revision_20260907/05_rd_problem.tex,106,M,baseline or explicit boundary prose,"\beta a_i\Omega_i(M,p_m)."
paper/model_rebuild/revision_20260907/05_rd_problem.tex,106,p_m,baseline or explicit boundary prose,"\beta a_i\Omega_i(M,p_m)."
paper/model_rebuild/revision_20260907/05_rd_problem.tex,109,x_i,baseline or explicit boundary prose,"For \(x_i>0\), the objective's second derivative is"
paper/model_rebuild/revision_20260907/05_rd_problem.tex,111,x_i,baseline or explicit boundary prose,-\kappa\nu x_i^{\nu-1}<0.
paper/model_rebuild/revision_20260907/05_rd_problem.tex,114,x_i,baseline or explicit boundary prose,"More generally, \(x_i^{1+\nu}\) is strictly convex on the nonnegative"
paper/model_rebuild/revision_20260907/05_rd_problem.tex,116,x_i,baseline or explicit boundary prose,"Its superlinear cost dominates the linear benefit as \(x_i\to\infty\), so a"
paper/model_rebuild/revision_20260907/05_rd_problem.tex,121,x_i,baseline or explicit boundary prose,"x_i^*(M,p_m)"
paper/model_rebuild/revision_20260907/05_rd_problem.tex,121,M,baseline or explicit boundary prose,"x_i^*(M,p_m)"
paper/model_rebuild/revision_20260907/05_rd_problem.tex,121,p_m,baseline or explicit boundary prose,"x_i^*(M,p_m)"
paper/model_rebuild/revision_20260907/05_rd_problem.tex,124,a_i,baseline or explicit boundary prose,\frac{\beta a_i}{\kappa}
paper/model_rebuild/revision_20260907/05_rd_problem.tex,125,\Omega_i,baseline or explicit boundary prose,"\Omega_i(M,p_m)"
paper/model_rebuild/revision_20260907/05_rd_problem.tex,125,M,baseline or explicit boundary prose,"\Omega_i(M,p_m)"
paper/model_rebuild/revision_20260907/05_rd_problem.tex,125,p_m,baseline or explicit boundary prose,"\Omega_i(M,p_m)"
paper/model_rebuild/revision_20260907/05_rd_problem.tex,129,\Omega_i,baseline or explicit boundary prose,"If \(\Omega_i=0\), the formula gives the unique corner \(x_i^*=0\)."
paper/model_rebuild/revision_20260907/05_rd_problem.tex,129,x_i,baseline or explicit boundary prose,"If \(\Omega_i=0\), the formula gives the unique corner \(x_i^*=0\)."
paper/model_rebuild/revision_20260907/05_rd_problem.tex,130,\Omega_i,baseline or explicit boundary prose,"If \(\Omega_i>0\), the solution is interior. Dimensionally,"
paper/model_rebuild/revision_20260907/05_rd_problem.tex,131,a_i,baseline or explicit boundary prose,"\(\beta a_i\Omega_i/\kappa\) has units \(\mathsf X^\nu\), so the"
paper/model_rebuild/revision_20260907/05_rd_problem.tex,131,\Omega_i,baseline or explicit boundary prose,"\(\beta a_i\Omega_i/\kappa\) has units \(\mathsf X^\nu\), so the"
paper/model_rebuild/revision_20260907/05_rd_problem.tex,137,p_m,baseline or explicit boundary prose,"At a fixed \(p_m\), deterministic route choice implies the pointwise weak ordering"
paper/model_rebuild/revision_20260907/05_rd_problem.tex,139,q,baseline or explicit boundary prose,"W_i(q,m;1,p_m)\geq W_i(q,m;0,p_m)."
paper/model_rebuild/revision_20260907/05_rd_problem.tex,139,m,baseline or explicit boundary prose,"W_i(q,m;1,p_m)\geq W_i(q,m;0,p_m)."
paper/model_rebuild/revision_20260907/05_rd_problem.tex,139,p_m,baseline or explicit boundary prose,"W_i(q,m;1,p_m)\geq W_i(q,m;0,p_m)."
paper/model_rebuild/revision_20260907/05_rd_problem.tex,139,q,baseline or explicit boundary prose,"W_i(q,m;1,p_m)\geq W_i(q,m;0,p_m)."
paper/model_rebuild/revision_20260907/05_rd_problem.tex,139,m,baseline or explicit boundary prose,"W_i(q,m;1,p_m)\geq W_i(q,m;0,p_m)."
paper/model_rebuild/revision_20260907/05_rd_problem.tex,139,p_m,baseline or explicit boundary prose,"W_i(q,m;1,p_m)\geq W_i(q,m;0,p_m)."
paper/model_rebuild/revision_20260907/05_rd_problem.tex,143,\Omega_i,baseline or explicit boundary prose,"\Omega_i(1,p_m)-\Omega_i(0,p_m)"
paper/model_rebuild/revision_20260907/05_rd_problem.tex,143,p_m,baseline or explicit boundary prose,"\Omega_i(1,p_m)-\Omega_i(0,p_m)"
paper/model_rebuild/revision_20260907/05_rd_problem.tex,143,\Omega_i,baseline or explicit boundary prose,"\Omega_i(1,p_m)-\Omega_i(0,p_m)"
paper/model_rebuild/revision_20260907/05_rd_problem.tex,143,p_m,baseline or explicit boundary prose,"\Omega_i(1,p_m)-\Omega_i(0,p_m)"
paper/model_rebuild/revision_20260907/05_rd_problem.tex,147,q,baseline or explicit boundary prose,"W_i(q,m;1,p_m)-W_i(q,m;0,p_m)"
paper/model_rebuild/revision_20260907/05_rd_problem.tex,147,m,baseline or explicit boundary prose,"W_i(q,m;1,p_m)-W_i(q,m;0,p_m)"
paper/model_rebuild/revision_20260907/05_rd_problem.tex,147,p_m,baseline or explicit boundary prose,"W_i(q,m;1,p_m)-W_i(q,m;0,p_m)"
paper/model_rebuild/revision_20260907/05_rd_problem.tex,147,q,baseline or explicit boundary prose,"W_i(q,m;1,p_m)-W_i(q,m;0,p_m)"
paper/model_rebuild/revision_20260907/05_rd_problem.tex,147,m,baseline or explicit boundary prose,"W_i(q,m;1,p_m)-W_i(q,m;0,p_m)"
paper/model_rebuild/revision_20260907/05_rd_problem.tex,147,p_m,baseline or explicit boundary prose,"W_i(q,m;1,p_m)-W_i(q,m;0,p_m)"
paper/model_rebuild/revision_20260907/05_rd_problem.tex,148,q,baseline or explicit boundary prose,"\right]dF(q,m)"
paper/model_rebuild/revision_20260907/05_rd_problem.tex,148,m,baseline or explicit boundary prose,"\right]dF(q,m)"
paper/model_rebuild/revision_20260907/05_rd_problem.tex,152,\Omega_i,baseline or explicit boundary prose,"For positive \(\Omega_i\),"
paper/model_rebuild/revision_20260907/05_rd_problem.tex,154,x_i,baseline or explicit boundary prose,\frac{\partial x_i^*}{\partial\Omega_i}
paper/model_rebuild/revision_20260907/05_rd_problem.tex,154,\Omega_i,baseline or explicit boundary prose,\frac{\partial x_i^*}{\partial\Omega_i}
paper/model_rebuild/revision_20260907/05_rd_problem.tex,157,a_i,baseline or explicit boundary prose,\left(\frac{\beta a_i}{\kappa}\right)^{1/\nu}
paper/model_rebuild/revision_20260907/05_rd_problem.tex,158,\Omega_i,baseline or explicit boundary prose,\Omega_i^{1/\nu-1}
paper/model_rebuild/revision_20260907/05_rd_problem.tex,161,p_m,baseline or explicit boundary prose,"Thus, at fixed \(p_m\),"
paper/model_rebuild/revision_20260907/05_rd_problem.tex,163,\Omega_i,baseline or explicit boundary prose,"\Omega_i(1,p_m)>\Omega_i(0,p_m)"
paper/model_rebuild/revision_20260907/05_rd_problem.tex,163,p_m,baseline or explicit boundary prose,"\Omega_i(1,p_m)>\Omega_i(0,p_m)"
paper/model_rebuild/revision_20260907/05_rd_problem.tex,163,\Omega_i,baseline or explicit boundary prose,"\Omega_i(1,p_m)>\Omega_i(0,p_m)"
paper/model_rebuild/revision_20260907/05_rd_problem.tex,163,p_m,baseline or explicit boundary prose,"\Omega_i(1,p_m)>\Omega_i(0,p_m)"
paper/model_rebuild/revision_20260907/05_rd_problem.tex,165,x_i,baseline or explicit boundary prose,"x_i^*(1,p_m)>x_i^*(0,p_m)."
paper/model_rebuild/revision_20260907/05_rd_problem.tex,165,p_m,baseline or explicit boundary prose,"x_i^*(1,p_m)>x_i^*(0,p_m)."
paper/model_rebuild/revision_20260907/05_rd_problem.tex,165,x_i,baseline or explicit boundary prose,"x_i^*(1,p_m)>x_i^*(0,p_m)."
paper/model_rebuild/revision_20260907/05_rd_problem.tex,165,p_m,baseline or explicit boundary prose,"x_i^*(1,p_m)>x_i^*(0,p_m)."
paper/model_rebuild/revision_20260907/05_rd_problem.tex,172,M,baseline or explicit boundary prose,"This is a binary finite comparison, not a derivative with respect to \(M\)."
paper/model_rebuild/revision_20260907/05_rd_problem.tex,174,p_m,baseline or explicit boundary prose,"through \(p_m^*\). The regime changes neither \(a_i\), \(\kappa\), \(\nu\),"
paper/model_rebuild/revision_20260907/05_rd_problem.tex,174,a_i,baseline or explicit boundary prose,"through \(p_m^*\). The regime changes neither \(a_i\), \(\kappa\), \(\nu\),"
paper/model_rebuild/revision_20260907/05_rd_problem.tex,176,x_i,baseline or explicit boundary prose,\(x_i^*\) only through \(\Omega_i\). Manufacturing capability \(k_i\) affects
paper/model_rebuild/revision_20260907/05_rd_problem.tex,176,\Omega_i,baseline or explicit boundary prose,\(x_i^*\) only through \(\Omega_i\). Manufacturing capability \(k_i\) affects
paper/model_rebuild/revision_20260907/05_rd_problem.tex,176,k_i,baseline or explicit boundary prose,\(x_i^*\) only through \(\Omega_i\). Manufacturing capability \(k_i\) affects
paper/model_rebuild/revision_20260907/05_rd_problem.tex,177,\Omega_i,baseline or explicit boundary prose,"\(\Omega_i\) through route values and sorting, not through"
paper/model_rebuild/revision_20260907/05_rd_problem.tex,178,a_i,baseline or explicit boundary prose,\(a_ix_i\) or \(C_X(x_i)\).
paper/model_rebuild/revision_20260907/05_rd_problem.tex,178,x_i,baseline or explicit boundary prose,\(a_ix_i\) or \(C_X(x_i)\).
paper/model_rebuild/revision_20260907/05_rd_problem.tex,178,x_i,baseline or explicit boundary prose,\(a_ix_i\) or \(C_X(x_i)\).
paper/model_rebuild/revision_20260907/05_rd_problem.tex,187,\Omega_i,baseline or explicit boundary prose,"K_i=B_i+\Omega_i,"
paper/model_rebuild/revision_20260907/05_rd_problem.tex,189,\Omega_i,baseline or explicit boundary prose,K_i-B_i=\Omega_i.
paper/model_rebuild/revision_20260907/05_rd_problem.tex,194,x_i,baseline or explicit boundary prose,C_X'(x_i)
paper/model_rebuild/revision_20260907/05_rd_problem.tex,196,a_i,baseline or explicit boundary prose,\beta a_i(K_i-B_i).
paper/model_rebuild/revision_20260907/05_rd_problem.tex,207,x_i,baseline or explicit boundary prose,"The baseline contains one common \(x_i\), one cost function \(C_X\), and one"
paper/model_rebuild/revision_20260907/05_rd_problem.tex,208,\Omega_i,baseline or explicit boundary prose,expected optimized project value \(\Omega_i\). It contains no separate
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,6,p_m,baseline or explicit boundary prose,capacity. Developers and qualified suppliers take a conjectured price \(p_m\)
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,8,p_m,baseline or explicit boundary prose,"\(p_m^*\) is then selected by one scalar clearing equation. No entry, labor,"
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,20,p_m,baseline or explicit boundary prose,p_ms_j-\Psi(s_j;z_j)
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,24,p_m,baseline or explicit boundary prose,"Capacity has units \(\mathsf B\) per decision cohort, \(p_m\) has units"
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,38,p_m,baseline or explicit boundary prose,"At \(p_m=0\), the unique optimum is \(s_j^*=0\). For \(p_m>0\), the"
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,38,p_m,baseline or explicit boundary prose,"At \(p_m=0\), the unique optimum is \(s_j^*=0\). For \(p_m>0\), the"
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,41,p_m,baseline or explicit boundary prose,"p_m=\Psi_s\!\left(s_j^*(p_m,z_j);z_j\right)."
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,41,p_m,baseline or explicit boundary prose,"p_m=\Psi_s\!\left(s_j^*(p_m,z_j);z_j\right)."
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,48,p_m,baseline or explicit boundary prose,\frac{\partial s_j^*}{\partial p_m}
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,60,m,baseline or explicit boundary prose,S_m(p_m)
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,60,p_m,baseline or explicit boundary prose,S_m(p_m)
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,62,p_m,baseline or explicit boundary prose,"\int s_j^*(p_m,z)\,dH_C(z)."
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,66,m,baseline or explicit boundary prose,bounded price interval and \(H_C\) has positive unit mass. Then \(S_m\) is continuous and
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,67,m,baseline or explicit boundary prose,"strictly increasing, \(S_m(0)=0\), and"
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,68,m,baseline or explicit boundary prose,\(S_m(p_m)\to+\infty\) as \(p_m\to+\infty\). Supply technology and
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,68,p_m,baseline or explicit boundary prose,\(S_m(p_m)\to+\infty\) as \(p_m\to+\infty\). Supply technology and
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,68,p_m,baseline or explicit boundary prose,\(S_m(p_m)\to+\infty\) as \(p_m\to+\infty\). Supply technology and
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,69,M,baseline or explicit boundary prose,\(H_C\) are invariant to \(M\); MAH creates no direct supply shift.
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,74,m,baseline or explicit boundary prose,"Assume \(\int b(m)\,dF<\infty\), along with the Phase 5 value envelope"
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,76,p_m,baseline or explicit boundary prose,"price \(p_m\), define developer \(i\)'s expected qualified"
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,79,p_m,baseline or explicit boundary prose,\chi_i^E(p_m;M)
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,79,M,baseline or explicit boundary prose,\chi_i^E(p_m;M)
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,82,m,baseline or explicit boundary prose,b(m)
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,85,q,baseline or explicit boundary prose,"r_i^*(q,m;M,p_m)=E"
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,85,m,baseline or explicit boundary prose,"r_i^*(q,m;M,p_m)=E"
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,85,M,baseline or explicit boundary prose,"r_i^*(q,m;M,p_m)=E"
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,85,p_m,baseline or explicit boundary prose,"r_i^*(q,m;M,p_m)=E"
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,87,q,baseline or explicit boundary prose,"dF(q,m)."
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,87,m,baseline or explicit boundary prose,"dF(q,m)."
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,93,m,baseline or explicit boundary prose,"The entrusted value falls with price at slope \(-b(m)<0\), while the other"
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,94,p_m,baseline or explicit boundary prose,"route values do not contain \(p_m\). Consequently, for each project the set"
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,97,p_m,baseline or explicit boundary prose,it. Hence \(\chi_i^E(p_m;M)\) is weakly decreasing in \(p_m\).
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,97,M,baseline or explicit boundary prose,it. Hence \(\chi_i^E(p_m;M)\) is weakly decreasing in \(p_m\).
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,97,p_m,baseline or explicit boundary prose,it. Hence \(\chi_i^E(p_m;M)\) is weakly decreasing in \(p_m\).
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,102,q,baseline or explicit boundary prose,"\frac{\partial W_i(q,m;M,p_m)}{\partial p_m}"
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,102,m,baseline or explicit boundary prose,"\frac{\partial W_i(q,m;M,p_m)}{\partial p_m}"
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,102,M,baseline or explicit boundary prose,"\frac{\partial W_i(q,m;M,p_m)}{\partial p_m}"
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,102,p_m,baseline or explicit boundary prose,"\frac{\partial W_i(q,m;M,p_m)}{\partial p_m}"
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,102,p_m,baseline or explicit boundary prose,"\frac{\partial W_i(q,m;M,p_m)}{\partial p_m}"
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,104,m,baseline or explicit boundary prose,-b(m)
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,105,q,baseline or explicit boundary prose,"\mathbf 1\{r_i^*(q,m;M,p_m)=E\}."
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,105,m,baseline or explicit boundary prose,"\mathbf 1\{r_i^*(q,m;M,p_m)=E\}."
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,105,M,baseline or explicit boundary prose,"\mathbf 1\{r_i^*(q,m;M,p_m)=E\}."
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,105,p_m,baseline or explicit boundary prose,"\mathbf 1\{r_i^*(q,m;M,p_m)=E\}."
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,109,\Omega_i,baseline or explicit boundary prose,"\frac{\partial\Omega_i(M,p_m)}{\partial p_m}"
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,109,M,baseline or explicit boundary prose,"\frac{\partial\Omega_i(M,p_m)}{\partial p_m}"
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,109,p_m,baseline or explicit boundary prose,"\frac{\partial\Omega_i(M,p_m)}{\partial p_m}"
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,109,p_m,baseline or explicit boundary prose,"\frac{\partial\Omega_i(M,p_m)}{\partial p_m}"
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,111,p_m,baseline or explicit boundary prose,-\chi_i^E(p_m;M)
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,111,M,baseline or explicit boundary prose,-\chi_i^E(p_m;M)
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,113,p_m,baseline or explicit boundary prose,\quad\text{almost everywhere in }p_m.
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,116,\Omega_i,baseline or explicit boundary prose,"For \(\Omega_i>0\), the advancement optimizer therefore satisfies"
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,118,x_i,baseline or explicit boundary prose,"\frac{\partial x_i^*(M,p_m)}{\partial p_m}"
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,118,M,baseline or explicit boundary prose,"\frac{\partial x_i^*(M,p_m)}{\partial p_m}"
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,118,p_m,baseline or explicit boundary prose,"\frac{\partial x_i^*(M,p_m)}{\partial p_m}"
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,118,p_m,baseline or explicit boundary prose,"\frac{\partial x_i^*(M,p_m)}{\partial p_m}"
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,120,x_i,baseline or explicit boundary prose,"-\frac{x_i^*(M,p_m)}"
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,120,M,baseline or explicit boundary prose,"-\frac{x_i^*(M,p_m)}"
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,120,p_m,baseline or explicit boundary prose,"-\frac{x_i^*(M,p_m)}"
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,121,\Omega_i,baseline or explicit boundary prose,"{\nu\Omega_i(M,p_m)}"
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,121,M,baseline or explicit boundary prose,"{\nu\Omega_i(M,p_m)}"
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,121,p_m,baseline or explicit boundary prose,"{\nu\Omega_i(M,p_m)}"
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,122,p_m,baseline or explicit boundary prose,\chi_i^E(p_m;M)
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,122,M,baseline or explicit boundary prose,\chi_i^E(p_m;M)
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,126,x_i,baseline or explicit boundary prose,"At the zero-value corner, \(x_i^*=0\); globally the optimal advancement"
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,127,p_m,baseline or explicit boundary prose,intensity remains weakly decreasing in \(p_m\).
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,134,a_i,baseline or explicit boundary prose,"a_ix_i^*(M,p_m)\chi_i^E(p_m;M)."
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,134,x_i,baseline or explicit boundary prose,"a_ix_i^*(M,p_m)\chi_i^E(p_m;M)."
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,134,M,baseline or explicit boundary prose,"a_ix_i^*(M,p_m)\chi_i^E(p_m;M)."
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,134,p_m,baseline or explicit boundary prose,"a_ix_i^*(M,p_m)\chi_i^E(p_m;M)."
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,134,p_m,baseline or explicit boundary prose,"a_ix_i^*(M,p_m)\chi_i^E(p_m;M)."
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,134,M,baseline or explicit boundary prose,"a_ix_i^*(M,p_m)\chi_i^E(p_m;M)."
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,138,m,baseline or explicit boundary prose,D_m^{\mathrm{MAH}}(p_m;M)
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,138,p_m,baseline or explicit boundary prose,D_m^{\mathrm{MAH}}(p_m;M)
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,138,M,baseline or explicit boundary prose,D_m^{\mathrm{MAH}}(p_m;M)
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,141,a_i,baseline or explicit boundary prose,"a_ix_i^*(M,p_m)\chi_i^E(p_m;M)"
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,141,x_i,baseline or explicit boundary prose,"a_ix_i^*(M,p_m)\chi_i^E(p_m;M)"
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,141,M,baseline or explicit boundary prose,"a_ix_i^*(M,p_m)\chi_i^E(p_m;M)"
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,141,p_m,baseline or explicit boundary prose,"a_ix_i^*(M,p_m)\chi_i^E(p_m;M)"
paper/model_rebuild/revision_20260907/06_cmo_supply_demand_equilibrium.tex,141,p_m,baseline or explicit boundary prose,"a_ix_i^*(M,p_m)\chi_i^E(p_m;M)"
