"surface","scope","file","line","object","occurrence_in_line","matched_text","variant","category","canonical_meaning","direct_M_shift","context"
"appendix-module","baseline","03_internal_external_technologies.tex","157","p_m","1","p_m^*","equilibrium-starred","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","demand, and \(p_m^*\) are endogenized only in Phase~6. \\"
"appendix-module","baseline","03_internal_external_technologies.tex","167","k_i","1","k_i","k_i","exogenous firm characteristic","internal manufacturing capability","no","If \(k_i<\underline{k}(m)\), internal production is infeasible because"
"appendix-module","baseline","03_internal_external_technologies.tex","167","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","If \(k_i<\underline{k}(m)\), internal production is infeasible because"
"appendix-module","baseline","03_internal_external_technologies.tex","169","k_i","1","k_i","k_i","exogenous firm characteristic","internal manufacturing capability","no","\(k_i\) within the feasible domain lowers both internal marginal and setup"
"appendix-module","baseline","03_internal_external_technologies.tex","170","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","costs, while increasing \(m\) raises both. The entrusted technology does not"
"appendix-module","baseline","03_internal_external_technologies.tex","171","k_i","1","k_i","k_i","exogenous firm characteristic","internal manufacturing capability","no","use \(k_i\), but a larger \(m\) strictly raises its qualified-capacity"
"appendix-module","baseline","03_internal_external_technologies.tex","171","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","use \(k_i\), but a larger \(m\) strictly raises its qualified-capacity"
"appendix-module","baseline","03_internal_external_technologies.tex","172","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","requirement \(b(m)\). None of these statements is a route-choice result:"
"appendix-module","baseline","04_route_values_and_sorting.tex","7","p_m","1","p_m","candidate-or-generic","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","price \(p_m\) as fixed and conjectured. Market consistency for \(p_m^*\) is"
"appendix-module","baseline","04_route_values_and_sorting.tex","7","p_m","2","p_m^*","equilibrium-starred","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","price \(p_m\) as fixed and conjectured. Market consistency for \(p_m^*\) is"
"appendix-module","baseline","04_route_values_and_sorting.tex","15","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","W_i^I(q,m)"
"appendix-module","baseline","04_route_values_and_sorting.tex","15","q","1","q","q","exogenous project characteristic","commercial/scientific value shifter","no","W_i^I(q,m)"
"appendix-module","baseline","04_route_values_and_sorting.tex","15","W_I","1","W_i^I","W_i^I","endogenous route-level object","internal-manufacturing route value","indirect only","W_i^I(q,m)"
"appendix-module","baseline","04_route_values_and_sorting.tex","17","k_i","1","k_i","k_i","exogenous firm characteristic","internal manufacturing capability","no","s(q)R\!\left(q,c_I(m,k_i)\right)"
"appendix-module","baseline","04_route_values_and_sorting.tex","17","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","s(q)R\!\left(q,c_I(m,k_i)\right)"
"appendix-module","baseline","04_route_values_and_sorting.tex","17","q","1","q","q","exogenous project characteristic","commercial/scientific value shifter","no","s(q)R\!\left(q,c_I(m,k_i)\right)"
"appendix-module","baseline","04_route_values_and_sorting.tex","17","q","2","q","q","exogenous project characteristic","commercial/scientific value shifter","no","s(q)R\!\left(q,c_I(m,k_i)\right)"
"appendix-module","baseline","04_route_values_and_sorting.tex","17","s(q)","1","s(q)","s(q)","primitive parameter/function","exogenous downstream realization probability","no","s(q)R\!\left(q,c_I(m,k_i)\right)"
"appendix-module","baseline","04_route_values_and_sorting.tex","19","k_i","1","k_i","k_i","exogenous firm characteristic","internal manufacturing capability","no","F_I(m,k_i)."
"appendix-module","baseline","04_route_values_and_sorting.tex","19","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","F_I(m,k_i)."
"appendix-module","baseline","04_route_values_and_sorting.tex","22","k_i","1","k_i","k_i","exogenous firm characteristic","internal manufacturing capability","no","If \(k_i<\underline{k}(m)\), then \(F_I=+\infty\) and"
"appendix-module","baseline","04_route_values_and_sorting.tex","22","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","If \(k_i<\underline{k}(m)\), then \(F_I=+\infty\) and"
"appendix-module","baseline","04_route_values_and_sorting.tex","23","W_I","1","W_i^I","W_i^I","endogenous route-level object","internal-manufacturing route value","indirect only","\(W_i^I=-\infty\), so internal production is unavailable."
"appendix-module","baseline","04_route_values_and_sorting.tex","25","p_m","1","p_m","candidate-or-generic","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","At a conjectured CMO capacity price \(p_m\), retained entrusted manufacturing"
"appendix-module","baseline","04_route_values_and_sorting.tex","29","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","W_i^E(q,m;M,p_m)"
"appendix-module","baseline","04_route_values_and_sorting.tex","29","M","1","M","M","primitive parameter","binary institutional regime","policy object","W_i^E(q,m;M,p_m)"
"appendix-module","baseline","04_route_values_and_sorting.tex","29","p_m","1","p_m","candidate-or-generic","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","W_i^E(q,m;M,p_m)"
"appendix-module","baseline","04_route_values_and_sorting.tex","29","q","1","q","q","exogenous project characteristic","commercial/scientific value shifter","no","W_i^E(q,m;M,p_m)"
"appendix-module","baseline","04_route_values_and_sorting.tex","29","W_E","1","W_i^E","W_i^E","endogenous route-level object","retained entrusted-manufacturing route value","through tau_E only","W_i^E(q,m;M,p_m)"
"appendix-module","baseline","04_route_values_and_sorting.tex","31","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","s(q)R\!\left(q,c_E(m)\right)"
"appendix-module","baseline","04_route_values_and_sorting.tex","31","q","1","q","q","exogenous project characteristic","commercial/scientific value shifter","no","s(q)R\!\left(q,c_E(m)\right)"
"appendix-module","baseline","04_route_values_and_sorting.tex","31","q","2","q","q","exogenous project characteristic","commercial/scientific value shifter","no","s(q)R\!\left(q,c_E(m)\right)"
"appendix-module","baseline","04_route_values_and_sorting.tex","31","s(q)","1","s(q)","s(q)","primitive parameter/function","exogenous downstream realization probability","no","s(q)R\!\left(q,c_E(m)\right)"
"appendix-module","baseline","04_route_values_and_sorting.tex","32","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","-F_E(m)-p_m b(m)\\"
"appendix-module","baseline","04_route_values_and_sorting.tex","32","m","2","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","-F_E(m)-p_m b(m)\\"
"appendix-module","baseline","04_route_values_and_sorting.tex","32","p_m","1","p_m","candidate-or-generic","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","-F_E(m)-p_m b(m)\\"
"appendix-module","baseline","04_route_values_and_sorting.tex","33","M","1","M","M","primitive parameter","binary institutional regime","policy object","&-\mu_E-\tau_E(M)."
"appendix-module","baseline","04_route_values_and_sorting.tex","33","tau_E","1","\tau_E(M)","\tau_E(M)","primitive parameter","institutional barrier on retained entrusted route E","yes, through M only","&-\mu_E-\tau_E(M)."
"appendix-module","baseline","04_route_values_and_sorting.tex","39","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","In particular, \(p_m b(m)\) is not contained in \(c_E(m)\)."
"appendix-module","baseline","04_route_values_and_sorting.tex","39","m","2","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","In particular, \(p_m b(m)\) is not contained in \(c_E(m)\)."
"appendix-module","baseline","04_route_values_and_sorting.tex","39","p_m","1","p_m","candidate-or-generic","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","In particular, \(p_m b(m)\) is not contained in \(c_E(m)\)."
"appendix-module","baseline","04_route_values_and_sorting.tex","42","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","function \(T(q,m)\), and normalize abandonment or indefinite delay to zero:"
"appendix-module","baseline","04_route_values_and_sorting.tex","42","q","1","q","q","exogenous project characteristic","commercial/scientific value shifter","no","function \(T(q,m)\), and normalize abandonment or indefinite delay to zero:"
"appendix-module","baseline","04_route_values_and_sorting.tex","44","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","W^T(q,m)=T(q,m),"
"appendix-module","baseline","04_route_values_and_sorting.tex","44","m","2","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","W^T(q,m)=T(q,m),"
"appendix-module","baseline","04_route_values_and_sorting.tex","44","q","1","q","q","exogenous project characteristic","commercial/scientific value shifter","no","W^T(q,m)=T(q,m),"
"appendix-module","baseline","04_route_values_and_sorting.tex","44","q","2","q","q","exogenous project characteristic","commercial/scientific value shifter","no","W^T(q,m)=T(q,m),"
"appendix-module","baseline","04_route_values_and_sorting.tex","44","W_T","1","W^T","W^T","endogenous route-level object","non-retained transfer-route value","no","W^T(q,m)=T(q,m),"
"appendix-module","baseline","04_route_values_and_sorting.tex","56","M","1","M","M","primitive parameter","binary institutional regime","policy object","W_i(q,m;M,p_m)"
"appendix-module","baseline","04_route_values_and_sorting.tex","56","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","W_i(q,m;M,p_m)"
"appendix-module","baseline","04_route_values_and_sorting.tex","56","p_m","1","p_m","candidate-or-generic","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","W_i(q,m;M,p_m)"
"appendix-module","baseline","04_route_values_and_sorting.tex","56","q","1","q","q","exogenous project characteristic","commercial/scientific value shifter","no","W_i(q,m;M,p_m)"
"appendix-module","baseline","04_route_values_and_sorting.tex","59","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","W_i^I(q,m),"
"appendix-module","baseline","04_route_values_and_sorting.tex","59","q","1","q","q","exogenous project characteristic","commercial/scientific value shifter","no","W_i^I(q,m),"
"appendix-module","baseline","04_route_values_and_sorting.tex","59","W_I","1","W_i^I","W_i^I","endogenous route-level object","internal-manufacturing route value","indirect only","W_i^I(q,m),"
"appendix-module","baseline","04_route_values_and_sorting.tex","60","M","1","M","M","primitive parameter","binary institutional regime","policy object","W_i^E(q,m;M,p_m),"
"appendix-module","baseline","04_route_values_and_sorting.tex","60","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","W_i^E(q,m;M,p_m),"
"appendix-module","baseline","04_route_values_and_sorting.tex","60","p_m","1","p_m","candidate-or-generic","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","W_i^E(q,m;M,p_m),"
"appendix-module","baseline","04_route_values_and_sorting.tex","60","q","1","q","q","exogenous project characteristic","commercial/scientific value shifter","no","W_i^E(q,m;M,p_m),"
"appendix-module","baseline","04_route_values_and_sorting.tex","60","W_E","1","W_i^E","W_i^E","endogenous route-level object","retained entrusted-manufacturing route value","through tau_E only","W_i^E(q,m;M,p_m),"
"appendix-module","baseline","04_route_values_and_sorting.tex","61","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","W^T(q,m),"
"appendix-module","baseline","04_route_values_and_sorting.tex","61","q","1","q","q","exogenous project characteristic","commercial/scientific value shifter","no","W^T(q,m),"
"appendix-module","baseline","04_route_values_and_sorting.tex","61","W_T","1","W^T","W^T","endogenous route-level object","non-retained transfer-route value","no","W^T(q,m),"
"appendix-module","baseline","04_route_values_and_sorting.tex","68","M","1","M","M","primitive parameter","binary institutional regime","policy object","r_i^*(q,m;M,p_m)"
"appendix-module","baseline","04_route_values_and_sorting.tex","68","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","r_i^*(q,m;M,p_m)"
"appendix-module","baseline","04_route_values_and_sorting.tex","68","p_m","1","p_m","candidate-or-generic","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","r_i^*(q,m;M,p_m)"
"appendix-module","baseline","04_route_values_and_sorting.tex","68","q","1","q","q","exogenous project characteristic","commercial/scientific value shifter","no","r_i^*(q,m;M,p_m)"
"appendix-module","baseline","04_route_values_and_sorting.tex","72","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","W_i^I(q,m), & r=I,\\"
"appendix-module","baseline","04_route_values_and_sorting.tex","72","q","1","q","q","exogenous project characteristic","commercial/scientific value shifter","no","W_i^I(q,m), & r=I,\\"
"appendix-module","baseline","04_route_values_and_sorting.tex","72","W_I","1","W_i^I","W_i^I","endogenous route-level object","internal-manufacturing route value","indirect only","W_i^I(q,m), & r=I,\\"
"appendix-module","baseline","04_route_values_and_sorting.tex","73","M","1","M","M","primitive parameter","binary institutional regime","policy object","W_i^E(q,m;M,p_m), & r=E,\\"
"appendix-module","baseline","04_route_values_and_sorting.tex","73","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","W_i^E(q,m;M,p_m), & r=E,\\"
"appendix-module","baseline","04_route_values_and_sorting.tex","73","p_m","1","p_m","candidate-or-generic","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","W_i^E(q,m;M,p_m), & r=E,\\"
"appendix-module","baseline","04_route_values_and_sorting.tex","73","q","1","q","q","exogenous project characteristic","commercial/scientific value shifter","no","W_i^E(q,m;M,p_m), & r=E,\\"
"appendix-module","baseline","04_route_values_and_sorting.tex","73","W_E","1","W_i^E","W_i^E","endogenous route-level object","retained entrusted-manufacturing route value","through tau_E only","W_i^E(q,m;M,p_m), & r=E,\\"
"appendix-module","baseline","04_route_values_and_sorting.tex","74","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","W^T(q,m), & r=T,\\"
"appendix-module","baseline","04_route_values_and_sorting.tex","74","q","1","q","q","exogenous project characteristic","commercial/scientific value shifter","no","W^T(q,m), & r=T,\\"
"appendix-module","baseline","04_route_values_and_sorting.tex","74","W_T","1","W^T","W^T","endogenous route-level object","non-retained transfer-route value","no","W^T(q,m), & r=T,\\"
"appendix-module","baseline","04_route_values_and_sorting.tex","83","M","1","M","M","primitive parameter","binary institutional regime","policy object","When \(M=0\), \(\tau_E(0)=+\infty\) implies \(W_i^E=-\infty\)."
"appendix-module","baseline","04_route_values_and_sorting.tex","83","tau_E","1","\tau_E","\tau_E","primitive parameter","institutional barrier on retained entrusted route E","yes, through M only","When \(M=0\), \(\tau_E(0)=+\infty\) implies \(W_i^E=-\infty\)."
"appendix-module","baseline","04_route_values_and_sorting.tex","83","W_E","1","W_i^E","W_i^E","endogenous route-level object","retained entrusted-manufacturing route value","through tau_E only","When \(M=0\), \(\tau_E(0)=+\infty\) implies \(W_i^E=-\infty\)."
"appendix-module","baseline","04_route_values_and_sorting.tex","84","p_m","1","p_m","candidate-or-generic","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","At fixed \(p_m\), the binary reform comparison is therefore"
"appendix-module","baseline","04_route_values_and_sorting.tex","87","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","&W_i(q,m;1,p_m)-W_i(q,m;0,p_m)\\"
"appendix-module","baseline","04_route_values_and_sorting.tex","87","m","2","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","&W_i(q,m;1,p_m)-W_i(q,m;0,p_m)\\"
"appendix-module","baseline","04_route_values_and_sorting.tex","87","p_m","1","p_m","candidate-or-generic","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","&W_i(q,m;1,p_m)-W_i(q,m;0,p_m)\\"
"appendix-module","baseline","04_route_values_and_sorting.tex","87","p_m","2","p_m","candidate-or-generic","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","&W_i(q,m;1,p_m)-W_i(q,m;0,p_m)\\"
"appendix-module","baseline","04_route_values_and_sorting.tex","87","q","1","q","q","exogenous project characteristic","commercial/scientific value shifter","no","&W_i(q,m;1,p_m)-W_i(q,m;0,p_m)\\"
"appendix-module","baseline","04_route_values_and_sorting.tex","87","q","2","q","q","exogenous project characteristic","commercial/scientific value shifter","no","&W_i(q,m;1,p_m)-W_i(q,m;0,p_m)\\"
"appendix-module","baseline","04_route_values_and_sorting.tex","90","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","W_i^E(q,m;1,p_m),W_i^I(q,m),W^T(q,m),0"
"appendix-module","baseline","04_route_values_and_sorting.tex","90","m","2","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","W_i^E(q,m;1,p_m),W_i^I(q,m),W^T(q,m),0"
"appendix-module","baseline","04_route_values_and_sorting.tex","90","m","3","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","W_i^E(q,m;1,p_m),W_i^I(q,m),W^T(q,m),0"
"appendix-module","baseline","04_route_values_and_sorting.tex","90","p_m","1","p_m","candidate-or-generic","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","W_i^E(q,m;1,p_m),W_i^I(q,m),W^T(q,m),0"
"appendix-module","baseline","04_route_values_and_sorting.tex","90","q","1","q","q","exogenous project characteristic","commercial/scientific value shifter","no","W_i^E(q,m;1,p_m),W_i^I(q,m),W^T(q,m),0"
"appendix-module","baseline","04_route_values_and_sorting.tex","90","q","2","q","q","exogenous project characteristic","commercial/scientific value shifter","no","W_i^E(q,m;1,p_m),W_i^I(q,m),W^T(q,m),0"
"appendix-module","baseline","04_route_values_and_sorting.tex","90","q","3","q","q","exogenous project characteristic","commercial/scientific value shifter","no","W_i^E(q,m;1,p_m),W_i^I(q,m),W^T(q,m),0"
"appendix-module","baseline","04_route_values_and_sorting.tex","90","W_E","1","W_i^E","W_i^E","endogenous route-level object","retained entrusted-manufacturing route value","through tau_E only","W_i^E(q,m;1,p_m),W_i^I(q,m),W^T(q,m),0"
"appendix-module","baseline","04_route_values_and_sorting.tex","90","W_I","1","W_i^I","W_i^I","endogenous route-level object","internal-manufacturing route value","indirect only","W_i^E(q,m;1,p_m),W_i^I(q,m),W^T(q,m),0"
"appendix-module","baseline","04_route_values_and_sorting.tex","90","W_T","1","W^T","W^T","endogenous route-level object","non-retained transfer-route value","no","W_i^E(q,m;1,p_m),W_i^I(q,m),W^T(q,m),0"
"appendix-module","baseline","04_route_values_and_sorting.tex","92","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","&\qquad\quad-\max\!\left\{W_i^I(q,m),W^T(q,m),0\right\}"
"appendix-module","baseline","04_route_values_and_sorting.tex","92","m","2","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","&\qquad\quad-\max\!\left\{W_i^I(q,m),W^T(q,m),0\right\}"
"appendix-module","baseline","04_route_values_and_sorting.tex","92","q","1","q","q","exogenous project characteristic","commercial/scientific value shifter","no","&\qquad\quad-\max\!\left\{W_i^I(q,m),W^T(q,m),0\right\}"
"appendix-module","baseline","04_route_values_and_sorting.tex","92","q","2","q","q","exogenous project characteristic","commercial/scientific value shifter","no","&\qquad\quad-\max\!\left\{W_i^I(q,m),W^T(q,m),0\right\}"
"appendix-module","baseline","04_route_values_and_sorting.tex","92","W_I","1","W_i^I","W_i^I","endogenous route-level object","internal-manufacturing route value","indirect only","&\qquad\quad-\max\!\left\{W_i^I(q,m),W^T(q,m),0\right\}"
"appendix-module","baseline","04_route_values_and_sorting.tex","92","W_T","1","W^T","W^T","endogenous route-level object","non-retained transfer-route value","no","&\qquad\quad-\max\!\left\{W_i^I(q,m),W^T(q,m),0\right\}"
"appendix-module","baseline","04_route_values_and_sorting.tex","104","M","1","M","M","primitive parameter","binary institutional regime","policy object","For fixed \(q,m,M,p_m\), define"
"appendix-module","baseline","04_route_values_and_sorting.tex","104","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","For fixed \(q,m,M,p_m\), define"
"appendix-module","baseline","04_route_values_and_sorting.tex","104","p_m","1","p_m","candidate-or-generic","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","For fixed \(q,m,M,p_m\), define"
"appendix-module","baseline","04_route_values_and_sorting.tex","104","q","1","q","q","exogenous project characteristic","commercial/scientific value shifter","no","For fixed \(q,m,M,p_m\), define"
"appendix-module","baseline","04_route_values_and_sorting.tex","106","k_i","1","k_i","k_i","exogenous firm characteristic","internal manufacturing capability","no","\Delta_{IE}(k_i;q,m,M,p_m)"
"appendix-module","baseline","04_route_values_and_sorting.tex","106","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","\Delta_{IE}(k_i;q,m,M,p_m)"
"appendix-module","baseline","04_route_values_and_sorting.tex","106","M","1","M","M","primitive parameter","binary institutional regime","policy object","\Delta_{IE}(k_i;q,m,M,p_m)"
"appendix-module","baseline","04_route_values_and_sorting.tex","106","p_m","1","p_m","candidate-or-generic","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","\Delta_{IE}(k_i;q,m,M,p_m)"
"appendix-module","baseline","04_route_values_and_sorting.tex","106","q","1","q","q","exogenous project characteristic","commercial/scientific value shifter","no","\Delta_{IE}(k_i;q,m,M,p_m)"
"appendix-module","baseline","04_route_values_and_sorting.tex","108","M","1","M","M","primitive parameter","binary institutional regime","policy object","W_i^I(q,m)-W_i^E(q,m;M,p_m) \notag\\"
"appendix-module","baseline","04_route_values_and_sorting.tex","108","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","W_i^I(q,m)-W_i^E(q,m;M,p_m) \notag\\"
"appendix-module","baseline","04_route_values_and_sorting.tex","108","m","2","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","W_i^I(q,m)-W_i^E(q,m;M,p_m) \notag\\"
"appendix-module","baseline","04_route_values_and_sorting.tex","108","p_m","1","p_m","candidate-or-generic","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","W_i^I(q,m)-W_i^E(q,m;M,p_m) \notag\\"
"appendix-module","baseline","04_route_values_and_sorting.tex","108","q","1","q","q","exogenous project characteristic","commercial/scientific value shifter","no","W_i^I(q,m)-W_i^E(q,m;M,p_m) \notag\\"
"appendix-module","baseline","04_route_values_and_sorting.tex","108","q","2","q","q","exogenous project characteristic","commercial/scientific value shifter","no","W_i^I(q,m)-W_i^E(q,m;M,p_m) \notag\\"
"appendix-module","baseline","04_route_values_and_sorting.tex","108","W_E","1","W_i^E","W_i^E","endogenous route-level object","retained entrusted-manufacturing route value","through tau_E only","W_i^I(q,m)-W_i^E(q,m;M,p_m) \notag\\"
"appendix-module","baseline","04_route_values_and_sorting.tex","108","W_I","1","W_i^I","W_i^I","endogenous route-level object","internal-manufacturing route value","indirect only","W_i^I(q,m)-W_i^E(q,m;M,p_m) \notag\\"
"appendix-module","baseline","04_route_values_and_sorting.tex","110","q","1","q","q","exogenous project characteristic","commercial/scientific value shifter","no","s(q)\!\left["
"appendix-module","baseline","04_route_values_and_sorting.tex","110","s(q)","1","s(q)","s(q)","primitive parameter/function","exogenous downstream realization probability","no","s(q)\!\left["
"appendix-module","baseline","04_route_values_and_sorting.tex","111","k_i","1","k_i","k_i","exogenous firm characteristic","internal manufacturing capability","no","R\!\left(q,c_I(m,k_i)\right)"
"appendix-module","baseline","04_route_values_and_sorting.tex","111","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","R\!\left(q,c_I(m,k_i)\right)"
"appendix-module","baseline","04_route_values_and_sorting.tex","111","q","1","q","q","exogenous project characteristic","commercial/scientific value shifter","no","R\!\left(q,c_I(m,k_i)\right)"
"appendix-module","baseline","04_route_values_and_sorting.tex","112","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","-R\!\left(q,c_E(m)\right)"
"appendix-module","baseline","04_route_values_and_sorting.tex","112","q","1","q","q","exogenous project characteristic","commercial/scientific value shifter","no","-R\!\left(q,c_E(m)\right)"
"appendix-module","baseline","04_route_values_and_sorting.tex","114","k_i","1","k_i","k_i","exogenous firm characteristic","internal manufacturing capability","no","-F_I(m,k_i) \notag\\"
"appendix-module","baseline","04_route_values_and_sorting.tex","114","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","-F_I(m,k_i) \notag\\"
"appendix-module","baseline","04_route_values_and_sorting.tex","116","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","+F_E(m)+p_m b(m)+\mu_E+\tau_E(M)."
"appendix-module","baseline","04_route_values_and_sorting.tex","116","M","1","M","M","primitive parameter","binary institutional regime","policy object","+F_E(m)+p_m b(m)+\mu_E+\tau_E(M)."
"appendix-module","baseline","04_route_values_and_sorting.tex","116","m","2","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","+F_E(m)+p_m b(m)+\mu_E+\tau_E(M)."
"appendix-module","baseline","04_route_values_and_sorting.tex","116","p_m","1","p_m","candidate-or-generic","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","+F_E(m)+p_m b(m)+\mu_E+\tau_E(M)."
"appendix-module","baseline","04_route_values_and_sorting.tex","116","tau_E","1","\tau_E(M)","\tau_E(M)","primitive parameter","institutional barrier on retained entrusted route E","yes, through M only","+F_E(m)+p_m b(m)+\mu_E+\tau_E(M)."
"appendix-module","baseline","04_route_values_and_sorting.tex","120","k_i","1","k_i","k_i","exogenous firm characteristic","internal manufacturing capability","no","with \(k_i\). Holding \(q,m,M,p_m\) fixed,"
"appendix-module","baseline","04_route_values_and_sorting.tex","120","M","1","M","M","primitive parameter","binary institutional regime","policy object","with \(k_i\). Holding \(q,m,M,p_m\) fixed,"
"appendix-module","baseline","04_route_values_and_sorting.tex","120","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","with \(k_i\). Holding \(q,m,M,p_m\) fixed,"
"appendix-module","baseline","04_route_values_and_sorting.tex","120","p_m","1","p_m","candidate-or-generic","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","with \(k_i\). Holding \(q,m,M,p_m\) fixed,"
"appendix-module","baseline","04_route_values_and_sorting.tex","120","q","1","q","q","exogenous project characteristic","commercial/scientific value shifter","no","with \(k_i\). Holding \(q,m,M,p_m\) fixed,"
"appendix-module","baseline","04_route_values_and_sorting.tex","122","k_i","1","k_i","k_i","exogenous firm characteristic","internal manufacturing capability","no","\frac{\partial\Delta_{IE}}{\partial k_i}"
"appendix-module","baseline","04_route_values_and_sorting.tex","124","k_i","1","k_i","k_i","exogenous firm characteristic","internal manufacturing capability","no","s(q)R_c\!\left(q,c_I(m,k_i)\right)c_{I,k}(m,k_i)"
"appendix-module","baseline","04_route_values_and_sorting.tex","124","k_i","2","k_i","k_i","exogenous firm characteristic","internal manufacturing capability","no","s(q)R_c\!\left(q,c_I(m,k_i)\right)c_{I,k}(m,k_i)"
"appendix-module","baseline","04_route_values_and_sorting.tex","124","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","s(q)R_c\!\left(q,c_I(m,k_i)\right)c_{I,k}(m,k_i)"
"appendix-module","baseline","04_route_values_and_sorting.tex","124","m","2","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","s(q)R_c\!\left(q,c_I(m,k_i)\right)c_{I,k}(m,k_i)"
"appendix-module","baseline","04_route_values_and_sorting.tex","124","q","1","q","q","exogenous project characteristic","commercial/scientific value shifter","no","s(q)R_c\!\left(q,c_I(m,k_i)\right)c_{I,k}(m,k_i)"
"appendix-module","baseline","04_route_values_and_sorting.tex","124","q","2","q","q","exogenous project characteristic","commercial/scientific value shifter","no","s(q)R_c\!\left(q,c_I(m,k_i)\right)c_{I,k}(m,k_i)"
"appendix-module","baseline","04_route_values_and_sorting.tex","124","s(q)","1","s(q)","s(q)","primitive parameter/function","exogenous downstream realization probability","no","s(q)R_c\!\left(q,c_I(m,k_i)\right)c_{I,k}(m,k_i)"
"appendix-module","baseline","04_route_values_and_sorting.tex","126","k_i","1","k_i","k_i","exogenous firm characteristic","internal manufacturing capability","no","F_{I,k}(m,k_i)"
"appendix-module","baseline","04_route_values_and_sorting.tex","126","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","F_{I,k}(m,k_i)"
"appendix-module","baseline","04_route_values_and_sorting.tex","130","q","1","q","q","exogenous project characteristic","commercial/scientific value shifter","no","The first term is weakly positive because \(s(q)\geq0\),"
"appendix-module","baseline","04_route_values_and_sorting.tex","130","s(q)","1","s(q)","s(q)","primitive parameter/function","exogenous downstream realization probability","no","The first term is weakly positive because \(s(q)\geq0\),"
"appendix-module","baseline","04_route_values_and_sorting.tex","133","q","1","q","q","exogenous project characteristic","commercial/scientific value shifter","no","the boundary case \(s(q)=0\)."
